No de client;Produit;Date; QuantitÇ ;Prix unitaire;Panne = U;Actif = 0;CapacitÇ citerne;Automatique = 1;Limite degrÇs jour;Degres jour cumulÇs;Temperature
210124;G;08-07-19;17.610;0;53960 ?;;0;0;0;0;19
211270;G;08-07-19;2.000;0;50660 ?;;0;0;0;0;19
211270;G;08-07-19;1.500;0;50660 ?;;0;0;0;0;19
212019;G;08-07-19;857;0;51660 ?;;0;0;0;0;19
212730;GX;08-07-19;50;0;56340 ?;;0;0;0;0;19
213670;G;08-07-19;1.000;0;53600 ?;;0;0;0;0;19
215032;GX;08-07-19;50;0;56340 ?;;0;0;0;0;19
216285;GX;08-07-19;5.000;0;56340 ?;;0;0;0;0;19
217737;GX;08-07-19;25;0;56340 ?;;0;0;0;0;19
218396;G;08-07-19;1.200;0;56360 ?;;0;0;0;0;19
219681;G;08-07-19;1.000;0;56360 ?;;0;0;0;0;19
219752;G;08-07-19;1.000;0;56360 ?;;0;0;0;0;19
219811;G;08-07-19;500;0;56360 ?;;0;0;0;0;19
219849;G;08-07-19;1.651;0;56360 ?;;0;0;0;0;19
220240;G;08-07-19;2.000;0;56360 ?;;0;0;0;0;19
221752;G;08-07-19;2.000;0;56360 ?;;0;0;0;0;19
222266;G;08-07-19;1.000;0;56360 ?;;0;0;0;0;19
223328;G;08-07-19;2.000;0;56360 ?;;0;0;0;0;19
224767;GX;08-07-19;5.000;0;56340 ?;;0;0;0;0;19
225549;G;08-07-19;1.000;0;56360 ?;;0;0;0;0;19
226928;GX;08-07-19;2.000;0;54590 ?;;0;0;0;0;19
227745;GX;08-07-19;5.000;0;56340 ?;;0;0;0;0;19
228230;G;08-07-19;1.000;0;56360 ?;;0;0;0;0;19
230194;G;08-07-19;1.000;0;56360 ?;;0;0;0;0;19
230634;G;08-07-19;1.500;0;56360 ?;;0;0;0;0;19
231619;GX;08-07-19;1.076;0;58720 ?;;0;0;0;0;19
231799;G;08-07-19;768;0;56360 ?;;0;0;0;0;19
232323;GX;08-07-19;3.000;0;56340 ?;;0;0;0;0;19
234056;G;08-07-19;500;0;56360 ?;;0;0;0;0;19
235421;G;08-07-19;963;0;56360 ?;;0;0;0;0;19
235633;G;08-07-19;1.000;0;56360 ?;;0;0;0;0;19
235744;G;08-07-19;1.000;0;56360 ?;U;0;0;0;0;19
235872;G;08-07-19;2.000;0;56360 ?;U;0;0;0;0;19
236310;G;08-07-19;1.240;0;56580 ?;;0;0;0;0;19
236310;G;08-07-19;-1.600;0;56580 ?;;0;0;0;0;19
236327;G;08-07-19;1.200;0;56360 ?;;0;0;0;0;19
236330;G;08-07-19;2.000;0;56360 ?;;0;0;0;0;19
7059;G;09-07-19;500;0;56720 ?;;0;0;0;0;18
51213;G;09-07-19;1.000;0;56720 ?;;0;0;0;0;18
52576;G;09-07-19;1.000;0;56720 ?;;0;0;0;0;18
62321;G;09-07-19;1.800;0;56720 ?;;0;0;0;0;18
62980;G;09-07-19;1.000;0;56720 ?;;0;0;0;0;18
64051;G;09-07-19;1.000;0;51570 ?;;0;0;0;0;18
100664;G;09-07-19;500;0;56720 ?;;0;0;0;0;18
211178;G;09-07-19;1.000;0;56720 ?;;0;0;0;0;18
211560;G;09-07-19;9.121;0;54310 ?;;0;0;0;0;18
211560;G;09-07-19;9.566;0;54310 ?;;0;0;0;0;18
212278;G;09-07-19;4.660;0;54310 ?;;0;0;0;0;18
212278;GX;09-07-19;10.043;0;54270 ?;;0;0;0;0;18
212519;G;09-07-19;1.177;0;56720 ?;;0;0;0;0;18
213372;G;09-07-19;11.520;0;54310 ?;U;0;0;0;0;18
214665;G;09-07-19;2.000;0;54310 ?;U;0;0;0;0;18
215032;GX;09-07-19;25;0;57000 ?;;0;0;0;0;18
215203;G;09-07-19;2.000;0;56720 ?;;0;0;0;0;18
215516;G;09-07-19;1.000;0;56720 ?;;0;0;0;0;18
219250;G;09-07-19;1.000;0;56720 ?;;0;0;0;0;18
221732;G;09-07-19;3.500;0;49480 ?;;0;0;0;0;18
223108;GX;09-07-19;7.900;0;54270 ?;;0;0;0;0;18
223602;G;09-07-19;2.000;0;49480 ?;;0;0;0;0;18
226855;G;09-07-19;500;0;56720 ?;;0;0;0;0;18
227912;G;09-07-19;500;0;56720 ?;;0;0;0;0;18
227912;GX;09-07-19;25;0;54270 ?;;0;0;0;0;18
233041;G;09-07-19;1.691;0;56720 ?;;0;0;0;0;18
233676;G;09-07-19;1.000;0;57160 ?;;0;0;0;0;18
233726;G;09-07-19;2.000;0;56720 ?;;0;0;0;0;18
234355;G;09-07-19;500;0;56720 ?;;0;0;0;0;18
235999;G;09-07-19;500;0;56720 ?;;0;0;0;0;18
236332;G;09-07-19;2.250;0;56720 ?;;0;0;0;0;18
236333;G;09-07-19;500;0;56720 ?;U;0;0;0;0;18
20359;G;10-07-19;1.000;0;57160 ?;;0;0;0;0;19
60793;G;10-07-19;4.405;0;47850 ?;;0;0;0;0;19
60793;GX;10-07-19;7.200;0;48490 ?;;0;0;0;0;19
62820;G;10-07-19;500;0;56970 ?;;0;0;0;0;19
101136;G;10-07-19;1.000;0;56970 ?;;0;0;0;0;19
212926;G;10-07-19;1.607;0;51460 ?;;0;0;0;0;19
212928;G;10-07-19;1.600;0;51460 ?;;0;0;0;0;19
222839;GX;10-07-19;100;0;57000 ?;;0;0;0;0;19
222842;GX;10-07-19;5.000;0;50830 ?;;0;0;0;0;19
223990;G;10-07-19;1.000;0;57160 ?;U;0;0;0;0;19
226605;G;10-07-19;2.000;0;56970 ?;;0;0;0;0;19
227561;G;10-07-19;1.000;0;57160 ?;;0;0;0;0;19
228486;G;10-07-19;1.000;0;56970 ?;;0;0;0;0;19
230187;GX;10-07-19;270;0;56790 ?;;0;0;0;0;19
231503;G;10-07-19;1.000;0;58270 ?;;0;0;0;0;19
231588;G;10-07-19;1.911;0;56970 ?;;0;0;0;0;19
231619;GX;10-07-19;1.100;0;56790 ?;;0;0;0;0;19
231647;G;10-07-19;1.500;0;56970 ?;;0;0;0;0;19
233570;G;10-07-19;1.000;0;41710 ?;;0;0;0;0;19
234111;G;10-07-19;500;0;57160 ?;;0;0;0;0;19
234525;G;10-07-19;500;0;56970 ?;;0;0;0;0;19
235505;G;10-07-19;500;0;56970 ?;;0;0;0;0;19
12170;G;11-07-19;500;0;56970 ?;;0;0;0;0;20
22198;GX;11-07-19;25;0;56790 ?;;0;0;0;0;20
22198;GX;11-07-19;100;0;56790 ?;;0;0;0;0;20
22198;GX;11-07-19;50;0;56790 ?;;0;0;0;0;20
55312;G;11-07-19;500;0;56970 ?;;0;0;0;0;20
59992;G;11-07-19;1.221;0;56970 ?;;0;0;0;0;20
62816;G;11-07-19;1.000;0;56970 ?;;0;0;0;0;20
210124;G;11-07-19;17.201;0;49360 ?;;0;0;0;0;20
211560;GX;11-07-19;4.203;0;54390 ?;;0;0;0;0;20
211560;G;11-07-19;4.797;0;54560 ?;;0;0;0;0;20
212864;G;11-07-19;1.500;0;56970 ?;;0;0;0;0;20
218592;GX;11-07-19;2.500;0;56790 ?;U;0;0;0;0;20
219117;G;11-07-19;2.000;0;56970 ?;;0;0;0;0;20
219450;G;11-07-19;500;0;56970 ?;;0;0;0;0;20
219965;G;11-07-19;1.000;0;56970 ?;;0;0;0;0;20
220754;G;11-07-19;2.000;0;54600 ?;U;0;0;0;0;20
221142;G;11-07-19;500;0;56970 ?;U;0;0;0;0;20
224390;G;11-07-19;2.000;0;56970 ?;;0;0;0;0;20
227220;G;11-07-19;1.000;0;56970 ?;U;0;0;0;0;20
228247;G;11-07-19;2.600;0;52820 ?;;0;0;0;0;20
229100;G;11-07-19;1.200;0;52820 ?;;0;0;0;0;20
231688;G;11-07-19;657;0;65370 ?;;0;0;0;0;20
233741;GX;11-07-19;50;0;56790 ?;;0;0;0;0;20
235172;G;11-07-19;500;0;56970 ?;;0;0;0;0;20
20379;G;12-07-19;1.000;0;58290 ?;;0;0;0;0;19
22198;GX;12-07-19;150;0;58150 ?;;0;0;0;0;19
53126;G;12-07-19;1.000;0;58290 ?;U;0;0;0;0;19
59567;G;12-07-19;500;0;58290 ?;;0;0;0;0;19
60536;G;12-07-19;1.000;0;58290 ?;;0;0;0;0;19
60793;GX;12-07-19;3.002;0;55750 ?;;0;0;0;0;19
61924;G;12-07-19;1.500;0;58290 ?;;0;0;0;0;19
102789;G;12-07-19;1.892;0;58290 ?;;0;0;0;0;19
214660;G;12-07-19;2.089;0;58290 ?;;0;0;0;0;19
215981;G;12-07-19;500;0;58290 ?;;0;0;0;0;19
216560;G;12-07-19;2.169;0;56420 ?;;0;0;0;0;19
216993;G;12-07-19;2.000;0;58290 ?;;0;0;0;0;19
217366;G;12-07-19;500;0;58290 ?;;0;0;0;0;19
219247;G;12-07-19;500;0;58290 ?;;0;0;0;0;19
219480;GX;12-07-19;3.000;0;52410 ?;;0;0;0;0;19
221434;G;12-07-19;2.291;0;56280 ?;;0;0;0;0;19
222022;G;12-07-19;1.000;0;58290 ?;;0;0;0;0;19
222496;G;12-07-19;2.142;0;58290 ?;;0;0;0;0;19
223181;G;12-07-19;2.000;0;52540 ?;;0;0;0;0;19
225786;G;12-07-19;3.500;0;52590 ?;;0;0;0;0;19
227716;G;12-07-19;2.067;0;58290 ?;;0;0;0;0;19
231319;G;12-07-19;1.000;0;58290 ?;;0;0;0;0;19
231670;G;12-07-19;1.800;0;52590 ?;;0;0;0;0;19
232684;G;12-07-19;500;0;58290 ?;U;0;0;0;0;19
233381;G;12-07-19;500;0;58290 ?;U;0;0;0;0;19
234792;G;12-07-19;1.000;0;58290 ?;;0;0;0;0;19
235549;G;12-07-19;1.376;0;56420 ?;;0;0;0;0;19
236336;G;12-07-19;1.000;0;58290 ?;;0;0;0;0;19
236337;G;12-07-19;2.500;0;52590 ?;;0;0;0;0;19
4659;G;15-07-19;2.000;0;58820 ?;;0;0;0;0;21
8174;G;15-07-19;2.113;0;58270 ?;;0;0;0;0;21
18021;GX;15-07-19;2.000;0;58180 ?;;0;0;0;0;21
51591;G;15-07-19;1.500;0;54120 ?;;0;0;0;0;21
52483;G;15-07-19;1.000;0;53570 ?;;0;0;0;0;21
53090;G;15-07-19;2.000;0;58270 ?;;0;0;0;0;21
54908;G;15-07-19;700;0;58690 ?;;0;0;0;0;21
59554;G;15-07-19;1.000;0;58690 ?;U;0;0;0;0;21
100598;G;15-07-19;1.000;0;58690 ?;;0;0;0;0;21
101575;G;15-07-19;1.200;0;58690 ?;;0;0;0;0;21
210349;G;15-07-19;2.000;0;58690 ?;;0;0;0;0;21
210376;G;15-07-19;600;0;58820 ?;;0;0;0;0;21
211560;G;15-07-19;10.013;0;56280 ?;;0;0;0;0;21
211632;G;15-07-19;500;0;58270 ?;;0;0;0;0;21
212113;G;15-07-19;500;0;58690 ?;;0;0;0;0;21
212730;GX;15-07-19;100;0;58550 ?;;0;0;0;0;21
213372;GX;15-07-19;10.000;0;56150 ?;;0;0;0;0;21
215032;GX;15-07-19;50;0;58550 ?;;0;0;0;0;21
215247;G;15-07-19;1.086;0;58820 ?;;0;0;0;0;21
215755;G;15-07-19;500;0;58270 ?;;0;0;0;0;21
216154;G;15-07-19;2.019;0;58820 ?;;0;0;0;0;21
217359;G;15-07-19;1.000;0;54120 ?;;0;0;0;0;21
218924;GX;15-07-19;1.750;0;54390 ?;;0;0;0;0;21
222401;GX;15-07-19;2.400;0;58550 ?;U;0;0;0;0;21
223108;GX;15-07-19;7.100;0;56320 ?;;0;0;0;0;21
223513;GX;15-07-19;321;0;58550 ?;;0;0;0;0;21
225068;GX;15-07-19;200;0;58720 ?;;0;0;0;0;21
225493;G;15-07-19;1.000;0;58690 ?;;0;0;0;0;21
225669;G;15-07-19;2.000;0;58690 ?;;0;0;0;0;21
231698;G;15-07-19;500;0;58690 ?;;0;0;0;0;21
231868;G;15-07-19;500;0;58820 ?;;0;0;0;0;21
232858;G;15-07-19;2.000;0;58820 ?;;0;0;0;0;21
233947;G;15-07-19;1.500;0;58510 ?;;0;0;0;0;21
234568;G;15-07-19;1.000;0;58820 ?;;0;0;0;0;21
235265;G;15-07-19;1.848;0;58270 ?;;0;0;0;0;21
235296;G;15-07-19;810;0;58820 ?;;0;0;0;0;21
235586;G;15-07-19;500;0;58690 ?;;0;0;0;0;21
4179;G;16-07-19;800;0;57080 ?;;0;0;0;0;23
6254;G;16-07-19;600;0;58270 ?;;0;0;0;0;23
19283;G;16-07-19;1.776;0;58270 ?;;0;0;0;0;23
22198;GX;16-07-19;25;0;58180 ?;;0;0;0;0;23
23187;GX;16-07-19;2.000;0;53930 ?;;0;0;0;0;23
50725;G;16-07-19;1.000;0;58270 ?;;0;0;0;0;23
51478;G;16-07-19;500;0;58270 ?;;0;0;0;0;23
54932;G;16-07-19;1.000;0;57080 ?;;0;0;0;0;23
100854;G;16-07-19;1.000;0;58270 ?;;0;0;0;0;23
100932;G;16-07-19;2.000;0;58270 ?;;0;0;0;0;23
212278;G;16-07-19;4.084;0;55860 ?;;0;0;0;0;23
212278;GX;16-07-19;3.113;0;55780 ?;;0;0;0;0;23
214096;G;16-07-19;4.000;0;58270 ?;;0;0;0;0;23
214096;GX;16-07-19;3.000;0;58180 ?;;0;0;0;0;23
215016;G;16-07-19;1.000;0;58270 ?;;0;0;0;0;23
215032;GX;16-07-19;50;0;58180 ?;;0;0;0;0;23
218737;G;16-07-19;500;0;53930 ?;;0;0;0;0;23
221901;G;16-07-19;1.000;0;58270 ?;;0;0;0;0;23
222324;G;16-07-19;944;0;56010 ?;;0;0;0;0;23
222839;GX;16-07-19;100;0;58550 ?;;0;0;0;0;23
224619;G;16-07-19;1.000;0;58270 ?;;0;0;0;0;23
224716;G;16-07-19;500;0;58270 ?;;0;0;0;0;23
228932;G;16-07-19;2.500;0;53570 ?;;0;0;0;0;23
231782;G;16-07-19;1.000;0;58270 ?;;0;0;0;0;23
232489;GX;16-07-19;50;0;58550 ?;;0;0;0;0;23
233687;G;16-07-19;2.000;0;58270 ?;;0;0;0;0;23
234164;G;16-07-19;500;0;58270 ?;;0;0;0;0;23
234906;G;16-07-19;500;0;58270 ?;;0;0;0;0;23
236175;G;16-07-19;500;0;58270 ?;;0;0;0;0;23
3430;G;17-07-19;1.000;0;58270 ?;;0;0;0;0;24
22069;G;17-07-19;2.629;0;51470 ?;;0;0;0;0;24
51522;GX;17-07-19;3.000;0;58180 ?;;0;0;0;0;24
53392;G;17-07-19;2.646;0;58270 ?;;0;0;0;0;24
55538;G;17-07-19;2.205;0;58270 ?;;0;0;0;0;24
60732;G;17-07-19;1.000;0;58270 ?;;0;0;0;0;24
60793;G;17-07-19;3.245;0;55860 ?;;0;0;0;0;24
60793;GX;17-07-19;5.000;0;55780 ?;;0;0;0;0;24
100860;G;17-07-19;3.001;0;55860 ?;;0;0;0;0;24
101882;G;17-07-19;1.000;0;58270 ?;;0;0;0;0;24
210124;G;17-07-19;12.102;0;55860 ?;;0;0;0;0;24
211917;GX;17-07-19;2.000;0;58180 ?;;0;0;0;0;24
215032;GX;17-07-19;25;0;58180 ?;;0;0;0;0;24
215129;G;17-07-19;500;0;56010 ?;;0;0;0;0;24
215693;G;17-07-19;500;0;57080 ?;;0;0;0;0;24
220234;G;17-07-19;1.446;0;51470 ?;;0;0;0;0;24
220723;G;17-07-19;2.000;0;50180 ?;;0;0;0;0;24
223418;G;17-07-19;1.396;0;51470 ?;;0;5300;1;1500;24
225429;G;17-07-19;1.000;0;58270 ?;;0;0;0;0;24
226043;G;17-07-19;1.500;0;57080 ?;;0;0;0;0;24
227631;G;17-07-19;2.000;0;58270 ?;;0;0;0;0;24
228010;G;17-07-19;1.000;0;58270 ?;;0;0;0;0;24
233479;G;17-07-19;799;0;49640 ?;;0;0;0;0;24
234938;G;17-07-19;2.000;0;58270 ?;;0;0;0;0;24
235687;G;17-07-19;500;0;58270 ?;;0;0;0;0;24
236288;G;17-07-19;551;0;56010 ?;;0;0;0;0;24
236342;G;17-07-19;1.991;0;58270 ?;;0;0;0;0;24
62592;GX;18-07-19;2.500;0;56980 ?;;0;0;0;0;25
217355;G;18-07-19;2.288;0;57080 ?;;0;0;0;0;25
217833;GX;18-07-19;5.000;0;56980 ?;;0;0;0;0;25
220736;G;18-07-19;1.000;0;57080 ?;;0;0;0;0;25
223108;GX;18-07-19;8.500;0;54570 ?;;0;0;0;0;25
223513;GX;18-07-19;60;0;56980 ?;;0;0;0;0;25
223513;GX;18-07-19;146;0;56980 ?;;0;0;0;0;25
223751;G;18-07-19;2.000;0;58410 ?;;0;0;0;0;25
233470;G;18-07-19;2.300;0;57080 ?;;0;0;0;0;25
236346;G;18-07-19;2.000;0;57080 ?;;0;0;0;0;25
236348;G;18-07-19;720;0;56010 ?;;0;0;0;0;25
900088;G;18-07-19;1.000;0;56010 ?;;0;0;0;0;25
18178;G;19-07-19;1.500;0;56010 ?;;0;0;0;0;24
52579;G;19-07-19;800;0;56010 ?;;0;0;0;0;24
60793;G;19-07-19;2.501;0;54680 ?;;0;0;0;0;24
60793;GX;19-07-19;4.201;0;54570 ?;;0;0;0;0;24
61287;G;19-07-19;1.000;0;56010 ?;;0;0;0;0;24
100860;G;19-07-19;1.099;0;53610 ?;;0;0;0;0;24
101630;G;19-07-19;1.000;0;56010 ?;;0;0;0;0;24
102081;G;19-07-19;1.000;0;56010 ?;;0;0;0;0;24
210156;G;19-07-19;1.560;0;56010 ?;;0;0;0;0;24
210918;G;19-07-19;500;0;56010 ?;;0;0;0;0;24
211120;G;19-07-19;500;0;56010 ?;;0;0;0;0;24
211560;G;19-07-19;9.763;0;53610 ?;;0;0;0;0;24
212130;G;19-07-19;1.200;0;57080 ?;;0;0;0;0;24
212278;GX;19-07-19;1.917;0;53600 ?;;0;0;0;0;24
212278;G;19-07-19;10.854;0;53610 ?;;0;0;0;0;24
214710;G;19-07-19;500;0;56010 ?;;0;0;0;0;24
220973;G;19-07-19;1.000;0;56010 ?;;0;0;0;0;24
223346;G;19-07-19;1.000;0;56010 ?;;0;0;0;0;24
224112;G;19-07-19;1.500;0;56010 ?;;0;0;0;0;24
225068;GX;19-07-19;175;0;56010 ?;;0;0;0;0;24
228757;G;19-07-19;1.500;0;57080 ?;;0;0;0;0;24
229977;G;19-07-19;500;0;56010 ?;;0;0;0;0;24
231489;G;19-07-19;1.000;0;56010 ?;;0;0;0;0;24
231619;GX;19-07-19;1.100;0;57320 ?;;0;0;0;0;24
231619;GX;19-07-19;832;0;56010 ?;U;0;0;0;0;24
234723;G;19-07-19;2.000;0;56010 ?;;0;0;0;0;24
235664;G;19-07-19;500;0;56010 ?;;0;0;0;0;24
235989;G;19-07-19;500;0;56010 ?;;0;0;0;0;24
236350;G;19-07-19;3.272;0;57080 ?;U;0;0;0;0;24
4535;G;22-07-19;2.300;0;56010 ?;;0;0;0;0;26
4755;GX;22-07-19;1.000;0;56010 ?;;0;0;0;0;26
6306;G;22-07-19;2.000;0;56010 ?;;0;0;0;0;26
7371;GX;22-07-19;2.000;0;56010 ?;;0;0;0;0;26
8102;G;22-07-19;2.000;0;56010 ?;;0;0;0;0;26
8313;G;22-07-19;1.500;0;56010 ?;;0;0;0;0;26
12524;G;22-07-19;1.250;0;51310 ?;;0;0;0;0;26
16171;G;22-07-19;1.657;0;56010 ?;;0;0;0;0;26
22198;GX;22-07-19;125;0;56010 ?;;0;0;0;0;26
22198;GX;22-07-19;25;0;56010 ?;;0;0;0;0;26
23120;G;22-07-19;1.500;0;51310 ?;;0;0;0;0;26
23120;G;22-07-19;1.500;0;51310 ?;;0;0;0;0;26
23120;G;22-07-19;486;0;51310 ?;;0;0;0;0;26
60793;GX;22-07-19;5.001;0;53600 ?;;0;0;0;0;26
61903;G;22-07-19;1.000;0;56010 ?;;0;0;0;0;26
100101;G;22-07-19;1.069;0;56010 ?;;0;0;0;0;26
100860;G;22-07-19;2.000;0;53610 ?;;0;0;0;0;26
102153;G;22-07-19;2.000;0;56010 ?;;0;0;0;0;26
210124;G;22-07-19;10.001;0;53610 ?;;0;0;0;0;26
211188;G;22-07-19;1.041;0;51310 ?;;0;0;0;0;26
212278;G;22-07-19;2.076;0;47780 ?;;0;0;0;0;26
212278;GX;22-07-19;6.560;0;48370 ?;;0;0;0;0;26
213043;G;22-07-19;888;0;51310 ?;;0;0;0;0;26
213602;G;22-07-19;1.752;0;56010 ?;;0;0;0;0;26
214248;GX;22-07-19;4.000;0;56010 ?;;0;0;0;0;26
215789;G;22-07-19;2.000;0;56010 ?;;0;0;0;0;26
217387;G;22-07-19;1.325;0;51310 ?;;0;0;0;0;26
218047;G;22-07-19;500;0;56010 ?;;0;0;0;0;26
218557;G;22-07-19;1.000;0;56010 ?;;0;0;0;0;26
222275;G;22-07-19;1.471;0;50310 ?;;0;0;0;0;26
222839;GX;22-07-19;125;0;56010 ?;;0;0;0;0;26
222959;G;22-07-19;1.191;0;56010 ?;;0;0;0;0;26
225323;G;22-07-19;1.000;0;56010 ?;U;0;0;0;0;26
226470;G;22-07-19;1.000;0;56010 ?;;0;0;0;0;26
228861;G;22-07-19;900;0;51310 ?;;0;0;0;0;26
230280;G;22-07-19;2.000;0;56010 ?;;0;0;0;0;26
231278;G;22-07-19;2.000;0;53610 ?;;0;0;0;0;26
231557;GX;22-07-19;3.000;0;51510 ?;;0;0;0;0;26
232189;G;22-07-19;1.089;0;56010 ?;;0;0;0;0;26
232322;G;22-07-19;600;0;56010 ?;U;0;0;0;0;26
232837;G;22-07-19;1.602;0;50310 ?;;0;0;0;0;26
234625;G;22-07-19;1.000;0;56010 ?;;0;0;0;0;26
236351;G;22-07-19;1.899;0;56010 ?;;0;0;0;0;26
236352;G;22-07-19;2.000;0;56010 ?;;0;0;0;0;26
236355;G;22-07-19;1.000;0;56010 ?;;0;0;0;0;26
901008;G;22-07-19;1.000;0;51310 ?;;0;0;0;0;26
901008;G;22-07-19;1.000;0;51310 ?;;0;0;0;0;26
3261;GX;23-07-19;7.000;0;56520 ?;;0;0;0;0;24
51518;G;23-07-19;1.773;0;50960 ?;;0;0;0;0;24
53465;G;23-07-19;1.000;0;56660 ?;;0;0;0;0;24
53683;G;23-07-19;1.000;0;54160 ?;;0;0;0;0;24
64213;G;23-07-19;858;0;54160 ?;;0;0;0;0;24
211788;G;23-07-19;2.176;0;56660 ?;;0;0;0;0;24
212074;G;23-07-19;1.000;0;56660 ?;;0;0;0;0;24
215032;GX;23-07-19;25;0;56520 ?;;0;0;0;0;24
216929;G;23-07-19;2.000;0;56660 ?;;0;0;0;0;24
219264;G;23-07-19;2.000;0;56660 ?;;0;0;0;0;24
222039;G;23-07-19;1.000;0;56660 ?;;0;0;0;0;24
223677;G;23-07-19;2.000;0;56660 ?;;0;0;0;0;24
223970;GX;23-07-19;250;0;56520 ?;;0;0;0;0;24
224048;G;23-07-19;2.000;0;50960 ?;;0;0;0;0;24
225241;G;23-07-19;500;0;56660 ?;;0;0;0;0;24
228074;G;23-07-19;500;0;56660 ?;;0;0;0;0;24
229747;G;23-07-19;1.573;0;56660 ?;;0;0;0;0;24
233705;G;23-07-19;1.000;0;53510 ?;;0;0;0;0;24
234115;G;23-07-19;3.000;0;56660 ?;;0;0;0;0;24
900580;G;23-07-19;2.400;0;56660 ?;U;0;0;0;0;24
5027;GX;24-07-19;900;0;57320 ?;;0;0;0;0;21
7573;G;24-07-19;1.897;0;57290 ?;;0;0;0;0;21
51691;G;24-07-19;2.000;0;57290 ?;;0;0;0;0;21
55441;G;24-07-19;1.000;0;57290 ?;;0;0;0;0;21
60793;G;24-07-19;3.615;0;54880 ?;;0;0;0;0;21
60793;GX;24-07-19;3.200;0;54920 ?;;0;0;0;0;21
63548;G;24-07-19;1.982;0;57290 ?;;0;0;0;0;21
100860;G;24-07-19;2.500;0;54880 ?;;0;0;0;0;21
214380;G;24-07-19;1.000;0;57290 ?;;0;0;0;0;21
220368;G;24-07-19;500;0;56660 ?;;0;0;0;0;21
220591;G;24-07-19;920;0;57290 ?;;0;0;0;0;21
221413;GX;24-07-19;495;0;65870 ?;;0;0;0;0;21
223108;GX;24-07-19;6.000;0;54920 ?;;0;0;0;0;21
225564;G;24-07-19;1.000;0;57290 ?;;0;0;0;0;21
226240;G;24-07-19;3.000;0;57290 ?;;0;0;0;0;21
227752;G;24-07-19;500;0;57290 ?;;0;0;0;0;21
230357;G;24-07-19;1.257;0;57290 ?;;0;0;0;0;21
230455;G;24-07-19;1.811;0;57290 ?;U;0;0;0;0;21
231195;G;24-07-19;4.000;0;50820 ?;;0;0;0;0;21
231250;GX;24-07-19;800;0;53070 ?;;0;0;0;0;21
231825;G;24-07-19;1.500;0;57290 ?;U;0;0;0;0;21
232825;GX;24-07-19;2.950;0;57320 ?;;0;0;0;0;21
234065;G;24-07-19;2.000;0;50770 ?;;0;0;0;0;21
234579;GX;24-07-19;3.000;0;57320 ?;U;0;0;0;0;21
234841;GX;24-07-19;1.000;0;57320 ?;;0;0;0;0;21
235412;G;24-07-19;5.498;0;54880 ?;;0;0;0;0;21
236359;GX;24-07-19;2.000;0;52270 ?;;0;0;0;0;21
900893;G;24-07-19;1.000;0;56660 ?;;0;0;0;0;21
22198;GX;25-07-19;25;0;57470 ?;;0;0;0;0;22
51209;GX;25-07-19;3.000;0;57470 ?;;0;0;0;0;22
60793;GX;25-07-19;5.501;0;55060 ?;;0;0;0;0;22
62336;G;25-07-19;2.000;0;57430 ?;;0;0;0;0;22
212278;G;25-07-19;17.817;0;55030 ?;;0;0;0;0;22
212278;GX;25-07-19;1.909;0;55060 ?;;0;0;0;0;22
212687;G;25-07-19;2.000;0;57430 ?;;0;0;0;0;22
216268;GX;25-07-19;3.000;0;57470 ?;;0;0;0;0;22
219749;G;25-07-19;1.000;0;57430 ?;;0;0;0;0;22
225938;G;25-07-19;1.000;0;57430 ?;;0;0;0;0;22
228330;G;25-07-19;500;0;57430 ?;;0;0;0;0;22
228368;GX;25-07-19;1.000;0;66030 ?;;0;0;0;0;22
230876;G;25-07-19;1.000;0;57430 ?;;0;0;0;0;22
234013;G;25-07-19;1.938;0;57430 ?;;0;0;0;0;22
235006;GX;25-07-19;100;0;57470 ?;;0;0;0;0;22
235788;G;25-07-19;1.000;0;57430 ?;;0;0;0;0;22
235815;G;25-07-19;700;0;57430 ?;;0;0;0;0;22
236363;G;25-07-19;500;0;57430 ?;;0;0;0;0;22
22198;GX;26-07-19;25;0;57930 ?;;0;0;0;0;21
60793;G;26-07-19;2.000;0;55510 ?;;0;0;0;0;21
60793;GX;26-07-19;2.526;0;55520 ?;;0;0;0;0;21
211560;G;26-07-19;8.101;0;55510 ?;;0;0;0;0;21
211560;GX;26-07-19;1.326;0;55520 ?;;0;0;0;0;21
212608;G;26-07-19;1.000;0;57910 ?;;0;0;0;0;21
216959;G;26-07-19;500;0;57500 ?;;0;0;0;0;21
221044;G;26-07-19;1.000;0;58140 ?;;0;0;0;0;21
221172;GX;26-07-19;10.000;0;58210 ?;;0;0;0;0;21
223970;GX;26-07-19;250;0;57930 ?;;0;0;0;0;21
227369;G;26-07-19;2.000;0;57910 ?;;0;0;0;0;21
230918;G;26-07-19;1.000;0;57430 ?;;0;0;0;0;21
231616;GX;26-07-19;3.000;0;57930 ?;U;0;0;0;0;21
232187;G;26-07-19;651;0;57910 ?;U;0;0;0;0;21
233300;G;26-07-19;500;0;58140 ?;U;0;0;0;0;21
235634;G;26-07-19;500;0;57500 ?;;0;0;0;0;21
236359;GX;26-07-19;2.000;0;57930 ?;;0;0;0;0;21
236364;G;26-07-19;840;0;50910 ?;;0;0;0;0;21
236365;G;26-07-19;1.549;0;50910 ?;;0;0;0;0;21
4365;G;29-07-19;1.000;0;57500 ?;;0;0;0;0;20
22198;GX;29-07-19;25;0;57430 ?;;0;0;0;0;20
